PlanetNaturalId,HasLocalMarket,HasChamberOfCommerce,HasWarehouse,HasAdministrationCenter,HasShipyard,Gravity,Temperature,Pressure,Fertility,Surface
XG-287h,False,False,False,False,False,0.9642711877822876,-235.6463623046875,0.9532812833786011,-1,False
NL-534c,False,False,False,False,False,0.7550135850906372,401.5231628417969,6.143259525299072,-1,True
MG-885h,False,False,False,False,False,1.5042482614517212,-205.347900390625,0.8787208795547485,-1,False
BI-805b,False,False,False,False,False,1.2920790910720825,-1.1860214471817017,26.604148864746094,-1,True
NL-044c,False,False,False,False,False,1.001746416091919,58.089447021484375,0.019228080287575722,-1,True
OT-823b,False,False,False,False,False,0.9393414855003357,30.73332405090332,8.053321838378906,-1,True
AU-130c,False,False,False,False,False,1.1821011304855347,-92.3777084350586,24.241756439208984,-1,True
MG-630j,False,False,False,False,False,1.1797903776168823,-214.883544921875,52.09621047973633,-1,True
LS-014a,False,True,True,True,False,0.9297788143157959,-142.56539916992188,1.5052083730697632,-1,True
VH-778c,True,True,True,True,False,0.801091730594635,-82.58155059814453,1.7628520727157593,-1,True
PD-754d,True,True,True,True,False,0.8016646504402161,-4.794357776641846,1.5013532638549805,-1,True
MG-630f,False,False,False,False,False,0.574407160282135,-135.20223999023438,1.5180554389953613,-1,False
MG-885a,False,False,False,False,False,0.9655578136444092,208.947998046875,0.0010493604931980371,-1,True
YI-280i,False,False,False,False,False,1.3850247859954834,-198.7552490234375,1.5626308917999268,-1,False
NL-534h,False,False,False,False,False,1.0690171718597412,-155.5938720703125,1.498256802558899,-1,False
YI-683c,True,True,True,True,True,0.7653432488441467,0.47877323627471924,0.006434794049710035,-1,True
RC-040c,True,True,True,True,False,0.7138328552246094,-87.73828125,1.1595996618270874,-1,True
ZV-896a,False,True,True,True,False,0.4985296130180359,405.2122802734375,0.10340438783168793,-1,True
YA-997e,False,False,False,False,False,0.9764845967292786,-129.853515625,1.9741874933242798,-1,False
NL-044g,False,False,False,False,False,1.941342830657959,-173.69837951660156,1.3326271772384644,-1,False
NL-743b,False,False,False,False,False,1.2116122245788574,-98.68843078613281,3.7586658000946045,-1,True
NJ-553h,False,False,False,False,False,1.6367806196212769,-200.48475646972656,0.5990856885910034,-1,False
GM-332b,False,False,False,False,False,0.5013282299041748,-156.23492431640625,1.4844818115234375,-1,True
BI-805d,False,False,False,False,False,1.0576952695846558,-95.34674835205078,21.38141441345215,-1,True
AU-130d,False,False,False,False,False,1.0399365425109863,-83.97357940673828,95.15050506591797,-1,True
CC-558b,False,False,False,False,False,0.8329904079437256,150.88453674316406,10.768261909484863,-1,True
JS-637d,False,False,False,False,False,0.693108081817627,-44.08990478515625,5.661545276641846,-1,True
YI-280g,False,False,False,False,False,1.3573805093765259,-104.53094482421875,1.7648546695709229,-1,False
HM-049c,False,False,False,False,False,0.9885378479957581,-72.48068237304688,0.0003134165017399937,-1,True
OT-680d,True,False,True,False,False,1.0365417003631592,-7.677092552185059,0.004280978813767433,-1,True
MG-885f,False,False,False,False,False,1.6105725765228271,-162.9452667236328,0.8073533773422241,-1,False
YA-997c,False,False,False,False,False,0.7798876166343689,-45.632389068603516,2.460463285446167,-1,True
KW-689h,False,False,False,False,False,2.874715805053711,-225.19764709472656,0.9543364644050598,-1,False
PG-971e,False,False,False,False,False,1.127290964126587,-206.95399475097656,29.097278594970703,-1,True
OT-113d,False,False,False,False,False,1.4806559085845947,-56.16223907470703,101.05359649658203,-1,True
EX-071b,False,False,False,False,False,0.4088684022426605,444.8666076660156,0.0010741277365013957,-1,True
MG-630c,False,False,False,False,False,0.37487903237342834,-16.94883155822754,0.017282230779528618,-1,True
GM-332h,False,False,False,False,False,1.1320594549179077,-250.92361450195312,1.3044556379318237,-1,False
XS-804g,False,False,False,False,False,2.180368423461914,-244.5604705810547,0.6052243709564209,-1,False
NL-534e,False,False,False,False,False,1.4268215894699097,88.39266967773438,3.7124640941619873,-1,True
JS-637c,False,False,False,False,False,0.8199807405471802,124.00794982910156,30.308931350708008,-1,True
HY-608a,False,False,False,False,False,1.112323522567749,177.960693359375,7.181621551513672,-1,True
LG-298b,False,False,False,False,False,0.9925780892372131,-158.20791625976562,1.458862066268921,-1,True
DX-325a,False,False,False,False,False,0.7882172465324402,497.4606018066406,21.50054168701172,-1,True
NJ-553a,False,False,False,False,False,0.47842103242874146,64.92867279052734,1.7967262268066406,-1,False
RC-659c,False,False,False,False,False,0.327602356672287,-151.10523986816406,0.04839614778757095,-1,True
NG-164c,False,True,False,True,False,0.9887338876724243,69.09671783447266,1.3700488805770874,-1,True
NL-534f,False,False,False,False,False,1.0398447513580322,-31.866485595703125,1.123574137687683,-1,False
SE-052c,False,True,True,True,False,0.6895074844360352,-165.7532958984375,17.091079711914062,-1,True
UQ-328d,True,True,True,True,False,1.1953189373016357,-15.942682266235352,76.9405288696289,-1,True
LA-236a,False,False,False,False,False,0.959532618522644,144.76803588867188,17.632762908935547,-1,True
EM-929a,False,False,False,False,False,1.0542638301849365,42.2481803894043,39.26533508300781,-1,True
NL-044f,False,False,False,False,False,0.9521750807762146,-135.65103149414062,1.5448923110961914,-1,False
NJ-553f,False,False,False,False,False,1.798761010169983,-167.12757873535156,1.8654261827468872,-1,False
DX-325d,False,False,False,False,False,0.7335028648376465,81.65763854980469,22.148090362548828,-1,True
YA-997g,False,False,False,False,False,2.8430073261260986,-190.12791442871094,1.899864673614502,-1,False
EM-929f,False,False,False,False,False,1.930707335472107,-213.4071807861328,1.3544895648956299,-1,False
JS-637f,False,False,False,False,False,0.7212810516357422,-130.85638427734375,1.6814079284667969,-1,False
MG-630e,False,False,False,False,False,1.4362245798110962,-72.138671875,369.1758728027344,-1,True
YI-280c,False,False,False,False,False,1.3633248805999756,242.09886169433594,14.256845474243164,-1,True
NL-743f,False,False,False,False,False,1.9403036832809448,-202.8438720703125,0.5084920525550842,-1,False
WX-318d,False,False,False,False,False,0.5719828009605408,-56.923866271972656,0.5690635442733765,-1,True
UQ-328c,True,True,True,True,False,0.3154757618904114,-16.995319366455078,0.004955417476594448,-1,True
UQ-328a,False,False,False,False,False,1.030655860900879,343.1188049316406,19.943967819213867,-1,True
XS-804a,False,False,False,False,False,1.3592976331710815,-149.52410888671875,29.396936416625977,-1,True
LG-150a,False,False,False,False,False,0.2041245698928833,34.60194778442383,0.004149734508246183,-1,True
EM-929e,False,False,False,False,False,2.1330385208129883,-177.01454162597656,0.5417501926422119,-1,False
NL-534g,False,False,False,False,False,2.0382206439971924,-81.31346893310547,0.8862194418907166,-1,False
IV-524a,False,False,False,False,False,0.6858618855476379,88.59303283691406,4.1281538009643555,-1,True
EE-233g,False,False,False,False,False,2.525202989578247,-184.80621337890625,0.806183397769928,-1,False
MG-885d,False,False,False,False,False,1.0339819192886353,-114.60804748535156,25.065114974975586,-1,True
WX-556a,False,False,False,False,False,0.5179488062858582,-116.85966491699219,0.14754119515419006,-1,True
RC-659a,False,False,False,False,False,0.5168076753616333,-124.51712036132812,0.15555454790592194,-1,True
JY-136c,False,False,False,False,False,0.7763665318489075,-47.18327331542969,0.10186967253684998,-1,True
NJ-553b,False,False,False,False,False,0.3830888569355011,-10.04323673248291,0.002552429214119911,-1,True
LA-236c,False,False,False,False,False,0.9279751777648926,-110.9461898803711,0.18913578987121582,-1,True
NL-044h,False,False,False,False,False,0.9801703691482544,-209.773681640625,1.4271997213363647,-1,False
SE-052d,False,True,True,True,False,0.7733051180839539,-210.87867736816406,6.7284836769104,-1,True
EX-326b,False,False,False,False,False,0.7102514505386353,-154.2812957763672,0.26415368914604187,-1,True
LG-298f,False,False,False,False,False,1.9880056381225586,-236.1309051513672,1.8474364280700684,-1,False
EX-071d,False,False,False,False,False,0.8909446001052856,-85.80842590332031,0.5570698976516724,-1,False
IV-876e,False,False,False,False,False,0.6367639303207397,-145.1041717529297,0.5043542385101318,-1,False
YI-280h,False,False,False,False,False,2.8863255977630615,-164.0663604736328,1.9427109956741333,-1,False
NL-743c,False,False,False,False,False,0.6536957025527954,-93.61742401123047,24.136878967285156,-1,True
SO-245i,False,False,False,False,False,0.568717360496521,-243.78489685058594,0.5839709043502808,-1,False
LG-150b,False,False,False,False,False,0.21870556473731995,-143.8405303955078,0.021208297461271286,-1,True
PG-973f,False,False,False,False,False,2.116525888442993,-218.5859832763672,1.4439071416854858,-1,False
OT-113a,False,False,False,False,False,0.9052042961120605,287.578369140625,1.0515639781951904,-1,True
SO-245a,False,False,False,False,False,1.1821613311767578,-25.497652053833008,43.19388961791992,-1,True
EM-929d,False,False,False,False,False,1.8219077587127686,-177.30056762695312,7.025193214416504,-1,True
NL-044i,False,False,False,False,False,0.8049116730690002,-201.30062866210938,4.068405628204346,-1,True
EX-071c,False,False,False,False,False,1.5464808940887451,-72.11380767822266,22.751535415649414,-1,True
NJ-553d,False,False,False,False,False,0.9092936515808105,-145.9100341796875,46.398433685302734,-1,True
IV-524f,False,False,False,False,False,0.6485572457313538,-159.44839477539062,1.0460195541381836,-1,False
LA-236f,False,False,False,False,False,2.3005974292755127,-199.83106994628906,1.0890353918075562,-1,False
XS-804i,False,False,False,False,False,1.058445930480957,-228.9011688232422,8.561988830566406,-1,True
DX-325c,False,False,False,False,False,0.9678786396980286,174.6062469482422,17.921710968017578,-1,True
RC-659f,False,False,False,False,False,1.978381633758545,-229.1788330078125,1.6505653858184814,-1,False
SO-245g,False,False,False,False,False,2.57035493850708,-224.51025390625,1.241706132888794,-1,False
IV-524d,False,False,False,False,False,0.29777294397354126,-56.67680358886719,1.7236948013305664,-1,False
EX-389a,False,False,False,False,False,0.33418774604797363,244.01296997070312,0.07203051447868347,-1,True
HP-454a,False,False,True,False,False,0.5115653872489929,140.7098388671875,0.024343812838196754,-1,True
LG-150e,False,False,False,False,False,1.1536961793899536,-206.72621154785156,9.457700729370117,-1,True
YI-280f,False,False,False,False,False,0.5773347616195679,-78.75829315185547,1.089073657989502,-1,False
EX-740b,False,False,False,False,False,0.5927791595458984,8.432074546813965,0.018042663112282753,-1,True
MG-885g,False,False,False,False,False,2.5668044090270996,-187.8468780517578,1.8781864643096924,-1,False
AJ-946a,True,True,True,False,False,0.46328672766685486,219.34727478027344,0.3441673815250397,-1,True
UQ-328e,False,False,False,False,False,0.6560454964637756,-126.09280395507812,1.8902335166931152,-1,False
MG-630h,False,False,False,False,False,2.865877628326416,-183.78245544433594,1.0313074588775635,-1,False
NL-743d,False,False,False,False,False,0.6124139428138733,-182.53140258789062,3.3707706928253174,-1,True
HM-049f,False,False,False,False,False,0.8193649053573608,-190.6529998779297,4.495354652404785,-1,True
XS-804b,False,False,False,False,False,0.550199031829834,-172.4138946533203,2.782062292098999,-1,True
RC-659g,False,False,False,False,False,1.1148022413253784,-233.34164428710938,0.8958905935287476,-1,False
DX-325b,False,False,False,False,False,0.730626106262207,259.025146484375,25.71341896057129,-1,True
SO-245b,False,False,False,False,False,0.6868681907653809,-25.311328887939453,6.330411434173584,-1,True
OT-823f,False,False,False,False,False,2.0061185359954834,-175.293701171875,1.4560134410858154,-1,False
MG-885c,False,False,False,False,False,0.8868318796157837,95.97054290771484,8.645482063293457,-1,True
HM-049e,False,False,False,False,False,1.3039571046829224,-143.49188232421875,106.00364685058594,-1,True
OT-680h,False,False,False,False,False,1.2649317979812622,-223.21621704101562,1.6191264390945435,-1,False
EY-847d,True,True,True,True,False,0.8705781102180481,-50.98585891723633,21.092844009399414,-1,True
CH-131d,False,True,False,False,False,1.5768986940383911,-160.1265411376953,16.34212303161621,-1,True
LG-298a,False,False,False,False,False,0.8156216740608215,179.69554138183594,0.0005454861675389111,-1,True
NJ-553c,False,False,False,False,False,0.8326915502548218,-77.21829223632812,2.4295473098754883,-1,True
BS-788c,True,True,True,True,False,0.9544805288314819,27.700719833374023,1.1111503839492798,-1,True
HP-454f,False,False,False,False,False,1.8576022386550903,-157.0373992919922,0.7983118891716003,-1,False
HY-608d,False,False,False,False,False,1.0749759674072266,-78.73876953125,103.48970794677734,-1,True
HY-784c,False,False,False,False,False,1.2632429599761963,-170.82359313964844,3.2968575954437256,-1,True
UQ-328b,False,False,False,False,False,0.8737165331840515,88.90678405761719,1.5310510396957397,-1,True
IV-524e,False,False,False,False,False,1.0598846673965454,-144.72817993164062,0.28242239356040955,-1,True
JS-601a,False,False,False,True,False,0.604159951210022,529.6874389648438,0.10471664369106293,-1,True
IY-112f,False,False,False,False,False,2.2055370807647705,-233.7948455810547,0.5943025946617126,-1,False
AM-001h,False,False,False,False,False,1.4624302387237549,-233.1161651611328,1.6999869346618652,-1,False
HP-454c,False,False,False,False,False,0.8521777391433716,84.64168548583984,15.951204299926758,-1,True
MG-885b,False,False,False,False,False,1.2494263648986816,74.62340545654297,2.865285873413086,-1,True
LS-227g,False,False,False,False,False,2.2889492511749268,-174.80026245117188,0.5700304508209229,-1,False
AU-322a,False,False,False,False,False,0.4183052182197571,382.5981140136719,0.012252955697476864,-1,True
XU-112c,False,False,False,False,False,1.2337554693222046,-179.88551330566406,38.62822723388672,-1,True
EY-430f,False,False,False,False,False,1.608148217201233,-104.96884155273438,0.674038827419281,-1,False
YP-225b,False,False,False,False,False,0.7719117403030396,-141.9105682373047,0.34207630157470703,-1,True
EW-604d,False,False,False,False,False,1.404444694519043,-190.5755615234375,0.00004750538573716767,-1,True
OS-476e,False,False,False,False,False,0.5548402667045593,-160.35418701171875,1.7487432956695557,-1,False
IY-112d,False,False,False,False,False,0.929327666759491,-195.9708709716797,19.029743194580078,-1,True
NL-044a,False,False,False,False,False,0.5809226036071777,237.21913146972656,0.31194016337394714,-1,True
VH-043g,False,False,False,False,False,1.2778732776641846,-254.62757873535156,0.7020143866539001,-1,False
HM-049h,False,False,False,False,False,2.3441429138183594,-206.10443115234375,1.4182554483413696,-1,False
MG-885e,False,False,False,False,False,0.6796014904975891,-140.07728576660156,1.1679518222808838,-1,False
OS-476d,False,False,False,False,False,1.4880837202072144,-163.93759155273438,32.831336975097656,-1,True
HP-454b,False,False,False,False,False,0.3934296667575836,130.60848999023438,0.01994660496711731,-1,True
YW-650b,False,False,False,False,False,0.2603338062763214,118.59873962402344,0.03368336334824562,-1,True
LS-227d,False,False,False,False,False,0.7127482295036316,-54.833641052246094,0.018556511029601097,-1,True
LS-227f,False,False,False,False,False,1.0332380533218384,-150.11184692382812,0.823330819606781,-1,False
JS-637e,False,False,False,False,False,1.8945703506469727,-71.71087646484375,156.62452697753906,-1,True
OS-803a,False,False,False,False,False,0.4826425611972809,-49.59770584106445,0.1647801250219345,-1,True
XS-804e,False,False,False,False,False,0.7424048781394958,-198.6403350830078,1.1163966655731201,-1,False
GY-110b,False,False,False,False,False,0.43744975328445435,107.64063262939453,0.045553892850875854,-1,True
YP-225e,False,False,False,False,False,0.5876325964927673,-212.0729522705078,1.9310293197631836,-1,False
IV-524b,False,False,False,False,False,0.7703723311424255,-8.006057739257812,0.012322291731834412,-1,True
AU-322b,False,False,False,False,False,0.8183686137199402,49.44697189331055,23.657886505126953,-1,True
AW-006a,True,True,True,True,False,0.674647867679596,300.6048583984375,3.9210205078125,-1,True
IY-816h,False,True,True,True,False,2.6721994876861572,-208.20423889160156,1.0443413257598877,-1,False
IV-524c,False,False,False,False,False,1.0356144905090332,-53.591922760009766,0.10221807658672333,-1,True
JS-637b,False,False,False,False,False,0.21770967543125153,233.82095336914062,0.0000625473985564895,-1,True
IV-876a,False,False,False,False,False,0.8096746206283569,292.70025634765625,44.8525276184082,-1,True
HP-454e,False,False,False,False,False,1.242004156112671,-122.4126205444336,7.243601322174072,-1,True
EY-430b,False,False,False,False,False,1.1709010601043701,293.3978271484375,2.197657585144043,-1,True
YP-225c,False,False,False,False,False,1.4047523736953735,-201.53387451171875,63.37411880493164,-1,True
EX-071e,False,False,False,False,False,1.426343321800232,-145.6239471435547,1.8443315029144287,-1,False
EY-430e,False,False,False,False,False,0.873431384563446,-58.78278350830078,1.9034947156906128,-1,False
AM-001a,False,False,False,False,False,0.8715483546257019,163.82447814941406,0.5493122935295105,-1,True
AM-001i,False,False,False,False,False,1.0757486820220947,-258.84173583984375,24.11479377746582,-1,True
OS-476a,False,False,False,False,False,0.6391037106513977,-137.91404724121094,2.732515335083008,-1,True
IY-112c,False,False,False,False,False,0.8812591433525085,-174.86106872558594,0.00044171331683173776,-1,True
WU-013d,True,False,False,False,False,1.3045735359191895,-38.853397369384766,19.215972900390625,-1,True
LS-227h,False,False,False,False,False,2.7734475135803223,-190.5738983154297,1.3592891693115234,-1,False
DX-325e,False,False,False,False,False,1.2071293592453003,6.711112976074219,63.724876403808594,-1,True
WC-788c,False,False,False,False,False,0.920603334903717,-28.581510543823242,4.252182483673096,-1,True
HP-454d,False,False,False,False,False,1.3458852767944336,-41.013362884521484,4.8004937171936035,-1,True
ZV-194b,True,True,True,True,False,1.031795859336853,-118.13606262207031,0.9624947309494019,-1,True
IY-112b,False,False,False,False,False,0.6594317555427551,-35.583152770996094,0.6366916298866272,-1,True
LG-298c,False,False,False,False,False,0.579881489276886,-155.60305786132812,1.3510372638702393,-1,True
IV-524g,False,False,False,False,False,2.8008623123168945,-177.37631225585938,0.9969016909599304,-1,False
AU-322d,False,False,False,False,False,0.4575693607330322,-107.20846557617188,0.9029631018638611,-1,False
VH-043f,False,False,False,False,False,2.7081878185272217,-215.52259826660156,1.9189406633377075,-1,False
WC-803a,False,False,False,False,False,1.2193349599838257,88.17003631591797,1.4408870935440063,-1,True
KW-358a,True,True,True,True,False,0.5140947103500366,-153.85215759277344,5.058602333068848,-1,True
LA-236d,False,False,False,False,False,0.8181618452072144,-146.7764129638672,8.118657112121582,-1,True
IV-876d,False,False,False,False,False,1.0275040864944458,-100.52631378173828,0.028978044167160988,-1,True
JS-637g,False,False,False,False,False,1.8783866167068481,-147.79144287109375,1.2912914752960205,-1,False
XG-751d,False,False,False,False,False,0.8792626857757568,-160.95404052734375,0.5977380871772766,-1,False
AU-605c,True,True,True,True,False,0.7812087535858154,67.25281524658203,0.3656705617904663,-1,True
LS-231d,True,True,True,True,False,1.5564377307891846,49.43404006958008,15.697182655334473,-1,True
IV-876c,False,False,False,False,False,0.9666988253593445,-90.16088104248047,0.016678426414728165,-1,True
XS-804f,False,False,False,False,False,1.8046200275421143,-218.28640747070312,0.6500329375267029,-1,False
EX-389f,False,False,False,False,False,0.5853517055511475,-128.93228149414062,1.833026647567749,-1,False
HP-454h,False,False,False,False,False,0.8988892436027527,-208.44317626953125,1.393548846244812,-1,False
XH-556a,True,True,True,True,False,0.4696813225746155,-137.9569854736328,3.2257912158966064,-1,True
AU-322c,False,False,False,False,False,0.7537332773208618,-81.5623550415039,1.465566873550415,-1,True
WC-788e,False,False,False,False,False,1.6020965576171875,-200.8486785888672,1.5158015489578247,-1,False
UI-206f,False,False,False,False,False,0.6433335542678833,-221.25216674804688,0.8753290772438049,-1,False
YV-800a,False,True,False,True,False,0.4836810827255249,2.5468125343322754,0.3024638891220093,-1,True
AM-001b,False,False,False,False,False,0.3531299829483032,-113.20252990722656,0.11935415863990784,-1,True
NJ-553e,False,False,False,False,False,0.46816062927246094,-140.33242797851562,0.6459436416625977,-1,False
OS-803b,False,False,False,False,False,0.7733941674232483,-184.57472229003906,3.232597827911377,-1,True
WU-974e,False,False,False,False,False,0.6837987899780273,-50.33580017089844,0.7276332974433899,-1,False
NJ-553g,False,False,False,False,False,2.733048915863037,-177.16567993164062,0.7471988797187805,-1,False
WU-882e,False,False,False,False,False,1.472800374031067,-114.48242950439453,196.876953125,-1,True
HY-608f,False,False,False,False,False,2.1848602294921875,-169.44686889648438,1.481514573097229,-1,False
HY-784d,False,False,False,False,False,1.1444473266601562,-204.07627868652344,61.726810455322266,-1,True
JS-952e,False,False,False,False,False,1.1306843757629395,-120.13739776611328,3.465827465057373,-1,True
IC-945d,False,False,False,False,False,0.8598373532295227,78.83393096923828,3.4021880626678467,-1,True
SO-245d,False,False,False,False,False,1.2625573873519897,-219.51504516601562,17.828561782836914,-1,True
EX-740a,False,False,False,False,False,0.947406530380249,172.41172790527344,2.1948728561401367,-1,True
RC-659b,False,False,False,False,False,0.8974308967590332,-107.80406951904297,0.07256253063678741,-1,True
SO-245c,False,False,False,False,False,0.6633363366127014,-193.44125366210938,6.610008716583252,-1,True
YW-650e,False,False,False,False,False,0.832284152507782,-138.32220458984375,1.0962553024291992,-1,False
EY-430c,False,False,False,False,False,1.1149874925613403,277.8743591308594,27.87718391418457,-1,True
LS-227i,False,False,False,False,False,1.278297781944275,-193.99758911132812,1.657382845878601,-1,False
EW-652a,False,False,False,False,False,0.4468885064125061,88.91565704345703,0.21191662549972534,-1,True
UI-973c,False,False,False,False,False,0.8644644618034363,54.62480545043945,1.4843158721923828,-1,True
XS-804d,False,False,False,False,False,0.9246213436126709,-214.8554229736328,16.161741256713867,-1,True
WX-556d,False,False,False,False,False,0.6564953923225403,-185.10195922851562,14.505913734436035,-1,True
LG-150d,False,False,False,False,False,0.6762425303459167,-184.5330047607422,15.71667194366455,-1,True
EX-740g,False,False,False,False,False,2.0278711318969727,-218.46176147460938,0.7247543931007385,-1,False
JS-952a,False,False,False,False,False,0.5836033225059509,223.41807556152344,4.658310413360596,-1,True
YW-650d,False,False,False,False,False,0.4100317656993866,-110.30327606201172,0.023409007117152214,-1,True
EW-652c,False,False,False,False,False,0.6118177175521851,-105.6103286743164,0.04812226817011833,-1,True
